,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
400.0,Volkswagen Vento Petrol Highline,Pune,2011.0,61000.0,Petrol,Manual,First,15.04,1598.0,103.6,5.0,nan
401.0,Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2016.0,34782.0,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,nan
402.0,Hyundai i10 Sportz 1.2,Coimbatore,2012.0,31736.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,nan
403.0,Nissan Terrano XV D Pre,Pune,2014.0,75000.0,Diesel,Manual,First,19.64,1461.0,108.5,5.0,16.82
404.0,Mahindra Thar CRDe AC,Mumbai,2014.0,15000.0,Diesel,Manual,First,16.55,2498.0,105.0,6.0,nan
405.0,Ford Ecosport 1.5 DV5 MT Ambiente,Coimbatore,2016.0,38503.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,nan
406.0,Honda BRV i-DTEC V MT,Coimbatore,2017.0,45353.0,Diesel,Manual,First,21.9,1498.0,98.6,7.0,15.59
407.0,Land Rover Range Rover HSE,Hyderabad,2015.0,30000.0,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,nan
408.0,Toyota Etios G,Pune,2011.0,69470.0,Petrol,Manual,Second,17.6,1496.0,88.73,5.0,nan
409.0,Nissan Teana 230jM,Chennai,2008.0,63288.0,Petrol,Automatic,First,9.1,2349.0,null bhp,5.0,nan
410.0,Volkswagen Polo ALLSTAR 1.2 MPI,Coimbatore,2017.0,25087.0,Petrol,Manual,First,16.47,1198.0,74.0,5.0,nan
411.0,Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,2015.0,134000.0,Diesel,Manual,First,12.8,2494.0,102.0,7.0,nan
412.0,Chevrolet Cruze LTZ AT,Coimbatore,2015.0,54955.0,Diesel,Automatic,Third,14.81,1998.0,163.7,5.0,nan
413.0,Hyundai Verna CRDi 1.6 SX Option,Mumbai,2017.0,28000.0,Diesel,Manual,First,22.0,1582.0,126.2,5.0,15.57
414.0,Honda Amaze S i-Dtech,Ahmedabad,2015.0,45250.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,nan
415.0,Land Rover Discovery 4 SDV6 SE,Kochi,2012.0,89190.0,Diesel,Automatic,Second,11.4,2993.0,245.41,7.0,nan
416.0,Honda City i DTec VX Option BL,Coimbatore,2017.0,48184.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,nan
417.0,Maruti Swift Dzire VDI,Kolkata,2015.0,42125.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,nan
418.0,Nissan Micra XV CVT,Coimbatore,2017.0,47052.0,Petrol,Automatic,First,19.15,1198.0,75.94,5.0,9.51
419.0,Hyundai i10 Sportz 1.2,Mumbai,2011.0,67000.0,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,nan
420.0,Hyundai Santro GLS I - Euro II,Bangalore,2011.0,43189.0,Petrol,Manual,First,0.0,999.0,null bhp,5.0,nan
421.0,Maruti Swift Dzire VDI,Pune,2015.0,174889.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,nan
422.0,Maruti Alto LXI,Pune,2004.0,72135.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,nan
423.0,Maruti Vitara Brezza ZDi Plus Dual Tone,Delhi,2017.0,17660.0,Diesel,Manual,First,24.3,1248.0,88.5,5.0,11.75
424.0,Honda Accord 2.4 A/T,Pune,2009.0,120000.0,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,nan
425.0,Chevrolet Beat LT,Pune,2010.0,29629.0,Petrol,Manual,First,18.6,1199.0,76.8,5.0,nan
426.0,Maruti Swift VDI BSIV W ABS,Coimbatore,2016.0,69564.0,Diesel,Manual,First,17.8,1248.0,null bhp,5.0,nan
427.0,Mercedes-Benz GLC 220d 4MATIC Sport,Kochi,2017.0,34848.0,Diesel,Automatic,First,17.9,2143.0,170.0,5.0,63.47
428.0,Mahindra Xylo D4 BSIV,Kolkata,2013.0,61000.0,Diesel,Manual,First,14.0,2498.0,112.0,8.0,nan
429.0,Datsun GO Plus T Petrol,Mumbai,2015.0,21000.0,Petrol,Manual,First,19.83,1198.0,67.0,7.0,6.7
430.0,Jaguar XF 2.2 Litre Luxury,Kochi,2015.0,27912.0,Diesel,Automatic,First,16.36,2179.0,187.7,5.0,nan
431.0,Maruti SX4 VDI,Kochi,2013.0,62909.0,Diesel,Manual,First,21.5,1248.0,88.8,5.0,nan
432.0,Maruti Celerio VXI,Kochi,2018.0,33140.0,Petrol,Manual,First,23.1,998.0,67.04,5.0,nan
433.0,Volkswagen Vento 1.5 TDI Comfortline AT,Hyderabad,2014.0,75000.0,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,nan
434.0,Ford EcoSport 1.5 TDCi Titanium,Kochi,2017.0,25571.0,Diesel,Manual,First,22.77,1498.0,98.59,5.0,nan
435.0,Hyundai Santro LS zipDrive Euro I,Chennai,2002.0,120000.0,Petrol,Manual,Fourth & Above,0.0,999.0,null bhp,5.0,nan
436.0,Maruti Ertiga VDI,Kolkata,2016.0,12020.0,Diesel,Manual,First,20.77,1248.0,88.76,7.0,nan
437.0,Honda Brio VX AT,Mumbai,2014.0,36665.0,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,nan
438.0,Mitsubishi Pajero Sport 4X2 AT,Coimbatore,2018.0,41502.0,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,34.1
439.0,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,2011.0,130000.0,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,nan
440.0,Maruti Swift VDI Optional,Bangalore,2017.0,51000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,nan
441.0,Hyundai Accent GLE,Pune,2008.0,103000.0,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,nan
442.0,Audi A4 2.0 TDI,Delhi,2012.0,70000.0,Diesel,Automatic,First,16.55,1968.0,147.51,5.0,nan
443.0,Honda City 1.5 S MT,Delhi,2010.0,56239.0,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,nan
444.0,BMW 3 Series 320d Sport,Ahmedabad,2016.0,40000.0,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,nan
445.0,Renault KWID Climber 1.0 AMT,Kochi,2018.0,19964.0,Petrol,Automatic,First,22.5,999.0,67.0,5.0,5.31
446.0,Mahindra Bolero VLX CRDe,Coimbatore,2012.0,72246.0,Diesel,Manual,First,13.6,2523.0,63.0,7.0,nan
447.0,Hyundai Creta 1.6 SX Diesel,Kolkata,2018.0,15000.0,Diesel,Manual,First,20.5,1582.0,126.2,5.0,15.24
448.0,Tata Nano XT,Bangalore,2016.0,14000.0,Petrol,Manual,Fourth & Above,23.9,624.0,37.48,4.0,nan
449.0,Volkswagen Polo 1.2 MPI Highline,Pune,2016.0,22764.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,nan
450.0,Volkswagen Passat Diesel Highline 2.0 TDI,Pune,2012.0,65000.0,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,nan
451.0,Isuzu MU 7 4x2 HIPACK,Kolkata,2016.0,45000.0,Diesel,Manual,First,12.08,2999.0,161.0,7.0,nan
452.0,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2017.0,32090.0,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,nan
453.0,Mahindra XUV500 W8 2WD,Pune,2014.0,83000.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,nan
454.0,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Delhi,2011.0,70000.0,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,nan
455.0,Mahindra XUV500 W8 2WD,Chennai,2013.0,68000.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,nan
456.0,Nissan Sunny 2011-2014 XL,Jaipur,2012.0,105000.0,Petrol,Manual,First,16.95,1498.0,97.7,5.0,nan
457.0,Hyundai Elantra GT,Hyderabad,2006.0,88000.0,Petrol,Manual,First,13.0,1795.0,127.0,5.0,nan
458.0,Honda Accord VTi-L AT,Mumbai,2007.0,93000.0,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,nan
459.0,Honda City i DTEC SV,Delhi,2014.0,107000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,nan
460.0,Toyota Fortuner 4x4 MT,Pune,2011.0,141844.0,Diesel,Manual,First,12.55,2982.0,168.5,7.0,nan
461.0,Nissan Micra XV CVT,Coimbatore,2015.0,32469.0,Petrol,Automatic,First,19.34,1198.0,76.0,5.0,nan
462.0,Mahindra XUV500 W6 2WD,Kochi,2015.0,56318.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,nan
463.0,Mini Cooper 3 DOOR D,Coimbatore,2017.0,26002.0,Diesel,Automatic,First,20.7,1496.0,113.98,4.0,36.5
464.0,Maruti Swift VDI BSIV,Pune,2014.0,83000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,nan
465.0,Chevrolet Beat LS,Pune,2010.0,80000.0,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,nan
466.0,Maruti Baleno Alpha 1.2,Chennai,2016.0,56474.0,Petrol,Manual,Second,21.4,1197.0,83.1,5.0,nan
467.0,Mercedes-Benz B Class B180 Sport,Mumbai,2012.0,26000.0,Petrol,Automatic,Second,14.8,1595.0,120.69,5.0,37.03
468.0,Audi Q5 2008-2012 2.0 TFSI Quattro,Mumbai,2009.0,49000.0,Petrol,Automatic,Second,9.74,1984.0,208.0,5.0,nan
469.0,Skoda Laura 1.9 TDI AT Ambiente,Kochi,2010.0,64132.0,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,nan
470.0,Hyundai Creta 1.6 CRDi SX Option,Hyderabad,2016.0,41810.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,nan
471.0,BMW 7 Series 730Ld,Mumbai,2013.0,60000.0,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,nan
472.0,Mercedes-Benz M-Class ML 350 4Matic,Coimbatore,2016.0,22177.0,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,nan
473.0,Ford Figo Diesel ZXI,Chennai,2014.0,100000.0,Diesel,Manual,First,20.0,1399.0,68.05,5.0,nan
474.0,Skoda Laura Ambiente 2.0 TDI CR AT,Pune,2012.0,75000.0,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,nan
475.0,Hyundai i20 1.4 CRDi Magna,Mumbai,2011.0,68000.0,Diesel,Manual,First,21.9,1396.0,90.0,5.0,nan
476.0,Toyota Innova 2.5 G (Diesel) 7 Seater,Kochi,2016.0,43518.0,Diesel,Manual,First,12.99,2494.0,100.0,7.0,nan
477.0,Maruti A-Star AT Vxi Aktiv,Pune,2012.0,39100.0,Petrol,Automatic,First,16.98,998.0,66.1,5.0,nan
478.0,Hyundai Verna 1.6 VTVT,Delhi,2011.0,58000.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,nan
479.0,Honda City 1.5 E MT,Mumbai,2010.0,52000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,nan
480.0,BMW 3 Series 320d,Jaipur,2014.0,80000.0,Diesel,Automatic,First,13.2,1995.0,170.0,5.0,nan
481.0,Maruti Zen Estilo VXI BSIII,Jaipur,2006.0,96000.0,Petrol,Manual,Second,18.2,998.0,67.1,5.0,nan
482.0,Skoda Superb Elegance 1.8 TSI AT,Delhi,2010.0,63000.0,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,nan
483.0,Audi Q3 2012-2015 35 TDI Quattro Premium,Hyderabad,2014.0,50000.0,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,nan
484.0,Hyundai EON D Lite Plus,Hyderabad,2014.0,15322.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,nan
485.0,Honda Brio E MT,Jaipur,2012.0,47000.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,nan
486.0,Volkswagen Vento Diesel Highline,Chennai,2011.0,76041.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,nan
487.0,Hyundai Accent GLE,Kolkata,2009.0,46000.0,Petrol,Manual,First,13.2,1495.0,94.0,5.0,nan
488.0,Mahindra Bolero SLX,Jaipur,2013.0,160000.0,Diesel,Manual,Second,15.96,2523.0,62.1,7.0,10.86
489.0,Maruti Celerio ZDi,Bangalore,2015.0,17000.0,Diesel,Manual,Second,27.62,793.0,47.0,5.0,nan
490.0,Hyundai Grand i10 CRDi Magna,Hyderabad,2014.0,56000.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,nan
491.0,Hyundai Getz GVS,Mumbai,2005.0,35000.0,Petrol,Manual,First,15.3,1341.0,61.0,5.0,nan
492.0,Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2015.0,54278.0,Diesel,Manual,First,12.99,2494.0,100.6,7.0,nan
493.0,Hyundai Xcent 1.2 CRDi SX,Kolkata,2015.0,39000.0,Diesel,Manual,First,25.4,1186.0,73.97,5.0,8.85
494.0,Audi A6 2011-2015 2.0 TDI Premium Plus,Bangalore,2013.0,40000.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,nan
495.0,Ford EcoSport 1.5 Ti VCT AT Titanium,Kolkata,2013.0,41000.0,Petrol,Automatic,First,15.63,1499.0,110.4,5.0,nan
496.0,BMW 5 Series 530i Sport Line,Kolkata,2011.0,30342.0,Petrol,Automatic,First,15.56,1998.0,252.0,5.0,59.12
497.0,Honda City ZX GXi,Mumbai,2008.0,88000.0,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,nan
498.0,Maruti Wagon R VXI 1.2,Chennai,2018.0,9000.0,Petrol,Manual,First,21.5,1197.0,81.8,5.0,5.79
499.0,Maruti Swift Dzire VDi,Delhi,2010.0,70000.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,nan
500.0,Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011.0,46279.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,nan
501.0,Maruti Ritz LDi,Pune,2016.0,105000.0,Diesel,Manual,Second,23.2,1248.0,73.94,5.0,nan
502.0,Chevrolet Optra Magnum 2.0 LT,Chennai,2011.0,130000.0,Diesel,Manual,First,16.52,1991.0,123.7,5.0,nan
503.0,Renault KWID RXL,Jaipur,2017.0,30000.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.96
504.0,Volkswagen Jetta 2013-2015 2.0L TDI Highline,Kolkata,2013.0,54000.0,Diesel,Manual,First,19.33,1968.0,138.03,5.0,nan
505.0,Ford Figo Diesel Titanium,Jaipur,2010.0,65000.0,Diesel,Manual,First,20.0,1399.0,68.0,5.0,nan
506.0,Maruti Swift Dzire VXi,Hyderabad,2010.0,70000.0,Petrol,Manual,First,17.5,1298.0,85.8,5.0,nan
507.0,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Pune,2015.0,46000.0,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,nan
508.0,Chevrolet Spark 1.0 LS,Pune,2007.0,113000.0,Petrol,Manual,First,18.0,995.0,62.0,5.0,nan
509.0,Hyundai Grand i10 Sportz,Jaipur,2016.0,67310.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,nan
510.0,Honda Jazz VX CVT,Pune,2019.0,1015.0,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,10.55
511.0,Honda City 1.5 S MT,Jaipur,2011.0,83035.0,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,nan
512.0,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2015.0,36983.0,Diesel,Manual,First,12.99,2494.0,100.0,7.0,nan
513.0,Chevrolet Cruze LTZ,Pune,2010.0,76000.0,Diesel,Manual,Third,18.3,1991.0,147.9,5.0,nan
514.0,Skoda Rapid 1.6 MPI AT Style Plus,Coimbatore,2019.0,14148.0,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,nan
515.0,Maruti Ritz VDi,Kolkata,2011.0,71428.0,Diesel,Manual,First,21.1,1248.0,73.9,5.0,nan
516.0,Maruti Ritz ZXi,Mumbai,2015.0,10500.0,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,nan
517.0,Honda City 1.5 S AT,Kochi,2010.0,58997.0,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,nan
518.0,Maruti Celerio VXI,Delhi,2015.0,39842.0,Petrol,Manual,First,23.1,998.0,67.04,5.0,nan
519.0,Maruti Alto K10 LXI CNG,Kochi,2015.0,47490.0,CNG,Manual,First,32.26,998.0,58.2,4.0,nan
520.0,Tata Indica Vista Aqua 1.2 Safire,Jaipur,2009.0,45000.0,Petrol,Manual,First,15.8,1172.0,65.0,5.0,nan
521.0,Honda City i VTEC V,Hyderabad,2011.0,80000.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,nan
522.0,Toyota Etios Liva Diesel TRD Sportivo,Bangalore,2012.0,56600.0,Diesel,Manual,First,23.59,nan,nan,nan,nan
523.0,Skoda Rapid Ultima 1.6 TDI Ambition Plus,Coimbatore,2015.0,55409.0,Diesel,Manual,First,20.5,1598.0,103.5,5.0,nan
524.0,Maruti SX4 ZXI AT,Mumbai,2009.0,77000.0,Petrol,Automatic,First,12.6,1586.0,103.3,5.0,nan
525.0,Hyundai i20 new Sportz AT 1.4,Bangalore,2012.0,58000.0,Petrol,Automatic,Second,15.0,nan,nan,nan,nan
526.0,Maruti Alto 800 LXI,Coimbatore,2016.0,59491.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,nan
527.0,Mahindra Scorpio SLX 2.6 Turbo 8 Str,Hyderabad,2007.0,51000.0,Diesel,Manual,First,10.5,2179.0,120.0,7.0,nan
528.0,Maruti Baleno Zeta 1.2,Coimbatore,2017.0,18725.0,Petrol,Manual,First,21.4,1197.0,83.1,5.0,nan
529.0,BMW X3 2.5si,Bangalore,2009.0,92000.0,Petrol,Automatic,First,11.5,2497.0,218.0,5.0,nan
530.0,Maruti Ritz VDi,Coimbatore,2013.0,61450.0,Diesel,Manual,First,21.1,1248.0,73.9,5.0,nan
531.0,Hyundai EON 1.0 Kappa Magna Plus,Coimbatore,2016.0,18592.0,Petrol,Manual,First,20.3,998.0,68.05,5.0,nan
532.0,Chevrolet Enjoy 1.3 TCDi LTZ 7,Bangalore,2013.0,65137.0,Diesel,Manual,Second,18.2,1248.0,73.74,7.0,nan
533.0,Volkswagen Polo Diesel Comfortline 1.2L,Pune,2011.0,83000.0,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,nan
534.0,Hyundai Verna 1.6 CRDi EX AT,Delhi,2013.0,37000.0,Diesel,Automatic,First,22.32,1582.0,126.3,5.0,nan
535.0,Honda BRV i-VTEC V CVT,Coimbatore,2017.0,14052.0,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,15.73
536.0,Hyundai i10 Magna 1.2,Coimbatore,2011.0,45086.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,nan
537.0,Maruti Wagon R VXI BS IV,Bangalore,2016.0,25400.0,Petrol,Manual,Second,20.51,998.0,67.04,5.0,nan
538.0,Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,2008.0,194500.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,nan
539.0,Toyota Innova 2.5 V Diesel 8-seater,Pune,2014.0,89000.0,Diesel,Manual,First,12.8,2494.0,102.0,8.0,nan
540.0,Hyundai Verna 1.4 CX,Kolkata,2012.0,50000.0,Diesel,Manual,First,23.5,1396.0,88.7,5.0,nan
541.0,Hyundai i20 Sportz AT 1.4,Pune,2012.0,76551.0,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,nan
542.0,Volkswagen Polo 1.2 MPI Highline,Mumbai,2017.0,9700.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,nan
543.0,Hyundai Verna 1.6 EX VTVT,Mumbai,2013.0,58000.0,Petrol,Manual,First,17.01,1591.0,121.3,5.0,nan
544.0,Hyundai i20 Magna Optional 1.2,Kolkata,2013.0,46000.0,Petrol,Manual,Second,18.5,1197.0,82.9,5.0,nan
545.0,Hyundai Elantra CRDi SX,Bangalore,2014.0,72017.0,Diesel,Manual,First,22.7,1582.0,126.24,5.0,nan
546.0,Ford EcoSport 1.5 TDCi Titanium,Kolkata,2015.0,54407.0,Diesel,Manual,First,22.77,1498.0,98.59,5.0,nan
547.0,Toyota Innova 2.5 VX (Diesel) 8 Seater,Hyderabad,2012.0,147000.0,Diesel,Manual,First,12.99,2494.0,100.0,8.0,nan
548.0,Audi Q3 35 TDI Quattro Premium Plus,Jaipur,2015.0,61000.0,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,nan
549.0,Skoda Rapid 1.6 MPI AT Style,Mumbai,2016.0,18856.0,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,nan
550.0,BMW X6 xDrive30d,Hyderabad,2011.0,76000.0,Diesel,Automatic,First,11.2,2993.0,241.0,4.0,nan
551.0,Mahindra KUV 100 D75 K8 5Str,Delhi,2017.0,17700.0,Diesel,Manual,First,25.32,1198.0,77.0,5.0,8.91
552.0,Nissan Micra Diesel XV,Kochi,2014.0,82267.0,Diesel,Manual,First,23.08,1461.0,63.1,5.0,nan
553.0,Honda City i VTEC CVT VX,Kochi,2018.0,27041.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,nan
554.0,Maruti Alto K10 VXI,Bangalore,2014.0,63000.0,Petrol,Manual,Second,24.07,998.0,67.1,5.0,4.7
555.0,Maruti Wagon R VXI Minor,Hyderabad,2008.0,61000.0,Petrol,Manual,First,18.9,1061.0,67.0,5.0,nan
556.0,Mahindra TUV 300 2015-2019 T8,Kochi,2018.0,28466.0,Diesel,Manual,First,18.49,1493.0,100.0,7.0,nan
557.0,Hyundai Santro LS zipPlus,Kolkata,2002.0,80000.0,Petrol,Manual,First,0.0,1086.0,null bhp,5.0,nan
558.0,Hyundai EON Era Plus,Delhi,2013.0,35373.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,nan
559.0,Tata New Safari DICOR 2.2 EX 4x2,Jaipur,2014.0,51000.0,Diesel,Manual,First,11.57,2179.0,138.1,7.0,nan
560.0,Audi A6 2011-2015 2.0 TDI,Mumbai,2013.0,49000.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,nan
561.0,Nissan Sunny Diesel XV,Kolkata,2015.0,41000.0,Diesel,Manual,First,22.71,1461.0,84.8,5.0,nan
562.0,Toyota Innova 2.5 G4 Diesel 7-seater,Bangalore,2011.0,82831.0,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,nan
563.0,Honda City 1.5 E MT,Mumbai,2010.0,52000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,nan
564.0,Maruti Swift VDI BSIV,Hyderabad,2015.0,39736.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,nan
565.0,Renault Duster 110PS Diesel RxL,Mumbai,2014.0,26500.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,nan
566.0,Maruti Dzire VXI,Mumbai,2010.0,40000.0,Petrol,Manual,First,22.0,1197.0,81.8,5.0,7.67
567.0,Jeep Compass 2.0 Limited Option 4X4,Coimbatore,2019.0,5752.0,Diesel,Manual,First,16.3,1956.0,170.0,5.0,27.56
568.0,Nissan Terrano XV D Pre,Chennai,2015.0,54000.0,Diesel,Manual,Second,19.64,1461.0,108.5,5.0,17.0
569.0,Maruti Wagon R LXI,Kolkata,2014.0,54841.0,Petrol,Manual,First,22.5,998.0,67.04,5.0,4.75
570.0,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014.0,34000.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,nan
571.0,Honda Brio E MT,Ahmedabad,2012.0,16000.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,nan
572.0,Ford Fiesta 1.4 SXi TDCi,Pune,2009.0,134000.0,Diesel,Manual,First,17.8,1399.0,null bhp,5.0,nan
573.0,Skoda Superb L&K 2.0 TDI AT,Mumbai,2017.0,24000.0,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,40.73
574.0,Mahindra Xylo E8,Bangalore,2013.0,60000.0,Diesel,Manual,First,14.0,2498.0,112.0,8.0,nan
575.0,Hyundai EON 1.0 Era Plus,Kochi,2015.0,58469.0,Petrol,Manual,First,20.3,998.0,68.05,5.0,nan
576.0,Volkswagen Polo Diesel Highline 1.2L,Pune,2011.0,110000.0,Diesel,Manual,Second,22.07,1199.0,73.9,5.0,nan
577.0,Hyundai Elantra 2.0 SX Option AT,Kochi,2018.0,21127.0,Petrol,Automatic,First,14.62,1999.0,149.92,5.0,21.77
578.0,Toyota Innova 2.0 V,Pune,2013.0,56000.0,Petrol,Manual,First,12.4,1998.0,132.0,8.0,nan
579.0,Mahindra Xylo H9,Mumbai,2014.0,101000.0,Diesel,Manual,First,14.02,2179.0,118.3,8.0,nan
580.0,Hyundai i20 1.2 Magna Executive,Hyderabad,2018.0,13664.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,nan
581.0,Renault Duster Adventure Edition,Mumbai,2014.0,65371.0,Diesel,Manual,First,19.01,1461.0,108.45,5.0,nan
582.0,Hyundai Verna VTVT 1.6 SX,Delhi,2014.0,70428.0,Petrol,Manual,First,17.0,1591.0,121.3,5.0,11.47
583.0,Hyundai Verna 1.6 CRDI,Bangalore,2012.0,69010.0,Diesel,Manual,First,22.32,1582.0,126.3,5.0,nan
584.0,Maruti Alto 800 2016-2019 LXI,Kolkata,2017.0,68000.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,nan
585.0,Nissan Sunny 2011-2014 Diesel XL,Kolkata,2012.0,45000.0,Diesel,Manual,First,21.64,1461.0,84.8,5.0,nan
586.0,Maruti Swift Dzire Vdi BSIV,Ahmedabad,2017.0,55945.0,Diesel,Manual,First,19.3,1248.0,73.9,5.0,nan
587.0,Chevrolet Sail Hatchback LS ABS,Hyderabad,2013.0,70000.0,Diesel,Manual,First,22.1,1248.0,76.9,5.0,nan
588.0,Maruti Wagon R LXI,Mumbai,2014.0,12000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,nan
589.0,Toyota Corolla Altis VL AT,Coimbatore,2019.0,10660.0,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,nan
590.0,Toyota Etios G,Delhi,2012.0,52052.0,Petrol,Manual,First,16.78,1496.0,88.73,5.0,nan
591.0,Mercedes-Benz New C-Class 220 CDI AT,Chennai,2012.0,62940.0,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,nan
592.0,Hyundai Santro Xing GL Plus,Kolkata,2012.0,102000.0,Petrol,Manual,First,17.92,1086.0,62.1,5.0,nan
593.0,Volkswagen Vento Diesel Highline,Chennai,2012.0,60000.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,nan
594.0,Nissan Sunny 2011-2014 XL AT Special Edition,Pune,2013.0,66000.0,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,nan
595.0,Honda Brio 1.2 VX MT,Hyderabad,2012.0,41000.0,Petrol,Manual,First,18.5,1198.0,86.8,5.0,7.08
596.0,Honda CR-V 2.4 4WD AT,Chennai,2005.0,135000.0,Petrol,Automatic,Third,10.1,2354.0,152.0,5.0,nan
597.0,Honda City 1.5 S AT,Pune,2012.0,72000.0,Petrol,Automatic,First,16.8,1497.0,116.4,5.0,nan
598.0,Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Delhi,2014.0,55000.0,Diesel,Automatic,First,11.78,2143.0,167.62,5.0,nan
599.0,Ford Ecosport 1.0 Ecoboost Titanium,Coimbatore,2016.0,37354.0,Petrol,Manual,First,18.88,999.0,123.37,5.0,nan
